FIPS
10420
10580
10740
10900
11460
12580
14010
14260
14460
14500
14860
16300
16700
16740
16980
17140
17460
17820
18020
18140
19100
19340
19740
19780
19820
20220
20500
22660
24660
25860
26420
26620
26900
27260
28020
28140
29540
29820
30460
31080
31540
31700
32820
33220
33460
34980
35300
35620
35980
36260
36540
36740
36780
37100
37340
37900
37980
38300
38900
39300
39340
39380
40060
40140
40340
40380
41180
41620
41700
41940
42200
42660
44060
45060
45300
46060
47260
47900
47940
48620
49340
